This file was created using the 202206 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20060313    ,0.66
20060314    ,0.31
20060315   ,-0.59
20060316   ,-0.87
20060317    ,0.00
20060320    ,0.35
20060321    ,0.00
20060322    ,0.32
20060323   ,-0.37
20060324    ,0.26
20060327    ,0.04
20060328    ,0.70
20060329    ,0.59
20060330    ,1.08
20060331    ,0.68
20060403    ,0.49
20060404    ,0.23
20060405   ,-0.26
20060406    ,0.30
20060407   ,-0.14
20060410    ,0.10
20060411   ,-0.16
20060412   ,-0.14
20060413   ,-0.19
20060414    ,0.07
20060417   ,-0.72
20060418    ,0.59
20060419    ,0.20
20060420   ,-0.36
20060421   ,-0.75
20060424   ,-0.40
20060425    ,0.03
20060426   ,-0.36
20060427    ,0.11
20060428   ,-0.07
20060501   ,-0.68
20060502    ,0.30
20060503    ,0.00
20060504    ,0.00
20060505    ,0.00
20060508    ,0.90
20060509   ,-0.22
20060510   ,-0.18
20060511   ,-0.76
20060512    ,0.08
20060515   ,-0.95
20060516   ,-1.74
20060517    ,0.26
20060518   ,-0.50
20060519    ,0.44
20060522   ,-1.05
20060523   ,-1.61
20060524    ,1.27
20060525   ,-1.04
20060526    ,0.45
20060529    ,0.55
20060530    ,0.22
20060531   ,-0.37
20060601   ,-0.69
20060602    ,0.52
20060605    ,0.20
20060606   ,-0.90
20060607   ,-1.44
20060608   ,-0.45
20060609    ,1.52
20060612   ,-0.07
20060613   ,-1.42
20060614   ,-0.27
20060615    ,1.16
20060616    ,1.62
20060619   ,-0.81
20060620   ,-0.52
20060621   ,-0.07
20060622    ,0.67
20060623    ,0.74
20060626    ,0.37
20060627    ,0.20
20060628   ,-0.20
20060629    ,0.27
20060630    ,0.66
20060703    ,0.49
20060704   ,-0.30
20060705   ,-0.17
20060706   ,-0.28
20060707   ,-0.02
20060710    ,0.42
20060711   ,-0.22
20060712    ,0.12
20060713    ,0.16
20060714   ,-0.55
20060717    ,0.00
20060718   ,-1.39
20060719    ,0.18
20060720    ,0.92
20060721   ,-0.13
20060724   ,-0.54
20060725    ,0.30
20060726    ,0.18
20060727    ,0.05
20060728    ,0.91
20060731    ,0.47
20060801   ,-0.18
20060802   ,-0.09
20060803    ,0.04
20060804    ,0.23
20060807   ,-0.34
20060808    ,0.16
20060809   ,-0.11
20060810    ,0.02
20060811   ,-0.05
20060814   ,-0.49
20060815   ,-0.34
20060816   ,-0.23
20060817    ,0.26
20060818   ,-0.29
20060821   ,-0.22
20060822    ,0.20
20060823    ,0.06
20060824    ,0.05
20060825    ,0.25
20060828    ,0.28
20060829    ,0.25
20060830   ,-0.16
20060831   ,-0.13
20060901    ,0.34
20060904   ,-0.28
20060905   ,-0.41
20060906    ,0.00
20060907   ,-0.13
20060908    ,0.06
20060911   ,-0.30
20060912   ,-0.06
20060913    ,0.13
20060914   ,-0.08
20060915    ,0.13
20060918    ,0.00
20060919    ,0.15
20060920    ,0.27
20060921    ,0.33
20060922   ,-0.35
20060925   ,-0.22
20060926   ,-0.16
20060927    ,0.14
20060928    ,0.17
20060929    ,0.04
20061002    ,0.58
20061003   ,-0.31
20061004   ,-0.19
20061005    ,0.25
20061006    ,0.30
20061009    ,0.00
20061010    ,0.70
20061011   ,-0.07
20061012   ,-0.47
20061013   ,-0.07
20061016   ,-0.10
20061017    ,0.14
20061018   ,-0.38
20061019    ,0.01
20061020    ,0.49
20061023   ,-0.02
20061024   ,-0.22
20061025    ,0.29
20061026   ,-0.29
20061027    ,0.01
20061030   ,-0.63
20061031    ,0.49
20061101   ,-0.05
20061102    ,0.13
20061103    ,0.00
20061106    ,0.56
20061107    ,0.45
20061108    ,0.79
20061109    ,0.13
20061110    ,0.12
20061113    ,0.12
20061114   ,-0.31
20061115    ,0.54
20061116    ,0.21
20061117    ,0.72
20061120    ,0.48
20061121    ,0.54
20061122   ,-1.16
20061123    ,0.00
20061124    ,0.30
20061127   ,-0.51
20061128   ,-0.30
20061129   ,-0.24
20061130   ,-0.80
20061201   ,-0.06
20061204   ,-0.59
20061205    ,0.32
20061206   ,-0.36
20061207    ,0.12
20061208    ,0.28
20061211    ,0.88
20061212    ,0.10
20061213    ,0.46
20061214   ,-0.15
20061215    ,0.03
20061218    ,0.41
20061219    ,0.94
20061220   ,-0.15
20061221    ,0.75
20061222    ,0.55
20061225    ,0.77
20061226   ,-0.31
20061227   ,-0.08
20061228   ,-0.11
20061229    ,0.35
20070101    ,0.00
20070102    ,0.00
20070103    ,0.00
20070104   ,-0.62
20070105   ,-1.17
20070108    ,0.00
20070109   ,-0.41
20070110   ,-0.77
20070111    ,0.10
20070112    ,0.48
20070115   ,-0.14
20070116   ,-0.72
20070117   ,-0.33
20070118   ,-0.31
20070119   ,-0.71
20070122    ,0.17
20070123    ,0.44
20070124    ,0.08
20070125    ,0.23
20070126    ,0.25
20070129    ,0.36
20070130    ,0.07
20070131    ,0.29
20070201    ,0.67
20070202    ,0.12
20070205   ,-0.50
20070206    ,0.81
20070207    ,0.44
20070208    ,0.39
20070209    ,0.20
20070212    ,0.00
20070213   ,-0.07
20070214   ,-0.43
20070215   ,-0.53
20070216   ,-0.02
20070219   ,-0.14
20070220    ,0.03
20070221   ,-0.48
20070222   ,-0.50
20070223   ,-0.23
20070226    ,0.02
20070227    ,0.46
20070228    ,0.19
20070301    ,0.24
20070302   ,-0.49
20070305    ,0.31
20070306    ,0.27
20070307    ,0.31
20070308    ,0.39
20070309   ,-0.31
20070312    ,0.56
20070313    ,0.09
20070314   ,-0.58
20070315    ,0.88
20070316    ,0.08
20070319    ,0.88
20070320   ,-0.38
20070321    ,0.00
20070322   ,-0.07
20070323    ,0.38
20070326   ,-0.52
20070327    ,0.49
20070328   ,-0.29
20070329    ,0.02
20070330   ,-0.55
20070402   ,-0.33
20070403   ,-0.02
20070404    ,0.04
20070405   ,-0.60
20070406   ,-0.13
20070409    ,0.42
20070410    ,0.03
20070411    ,0.35
20070412    ,0.26
20070413    ,0.19
20070416    ,0.51
20070417    ,0.14
20070418    ,0.56
20070419   ,-0.02
20070420    ,0.56
20070423    ,0.77
20070424    ,0.09
20070425   ,-0.23
20070426    ,0.34
20070427    ,0.24
20070430    ,0.00
20070501   ,-0.11
20070502    ,0.08
20070503    ,0.00
20070504    ,0.00
20070507    ,0.55
20070508   ,-0.87
20070509    ,0.07
20070510    ,0.41
20070511   ,-0.05
20070514    ,0.77
20070515   ,-0.20
20070516    ,0.55
20070517    ,0.27
20070518   ,-0.27
20070521    ,0.28
20070522   ,-1.27
20070523   ,-1.89
20070524    ,0.26
20070525   ,-0.30
20070528    ,0.41
20070529   ,-0.15
20070530    ,0.21
20070531    ,0.96
20070601    ,0.99
20070604    ,0.59
20070605    ,0.03
20070606    ,0.25
20070607   ,-0.26
20070608   ,-1.11
20070611   ,-0.02
20070612    ,0.05
20070613   ,-0.16
20070614   ,-0.14
20070615   ,-0.07
20070618    ,0.39
20070619    ,0.15
20070620    ,0.10
20070621    ,0.21
20070622    ,0.17
20070625    ,0.02
20070626    ,0.41
20070627   ,-0.36
20070628   ,-0.15
20070629    ,0.84
20070702    ,0.42
20070703    ,0.12
20070704    ,0.81
20070705   ,-0.10
20070706    ,0.19
20070709    ,0.12
20070710    ,0.05
20070711    ,0.20
20070712   ,-0.41
20070713    ,0.47
20070716    ,0.00
20070717    ,0.62
20070718    ,0.24
20070719    ,0.42
20070720    ,0.78
20070723    ,0.69
20070724   ,-0.77
20070725   ,-0.11
20070726    ,0.09
20070727   ,-0.49
20070730    ,0.92
20070731   ,-0.19
20070801    ,0.97
20070802    ,0.65
20070803    ,0.50
20070806    ,0.86
20070807   ,-0.02
20070808   ,-1.52
20070809   ,-2.06
20070810   ,-1.34
20070813    ,1.58
20070814    ,1.73
20070815    ,0.13
20070816   ,-0.84
20070817   ,-3.41
20070820    ,1.47
20070821    ,0.95
20070822    ,0.29
20070823    ,0.70
20070824    ,0.41
20070827    ,0.33
20070828    ,0.29
20070829   ,-0.47
20070830    ,0.79
20070831    ,1.04
20070903    ,0.44
20070904   ,-0.52
20070905   ,-0.06
20070906    ,1.06
20070907    ,0.03
20070910    ,0.05
20070911    ,0.28
20070912    ,0.75
20070913    ,1.07
20070914    ,0.13
20070917    ,0.00
20070918    ,1.25
20070919    ,0.39
20070920    ,0.84
20070921    ,1.40
20070924    ,0.00
20070925    ,0.77
20070926   ,-0.74
20070927   ,-2.24
20070928    ,0.23
20071001   ,-0.21
20071002   ,-0.62
20071003   ,-1.00
20071004   ,-0.72
20071005   ,-0.70
20071008    ,0.00
20071009   ,-1.22
20071010    ,0.35
20071011    ,0.99
20071012    ,0.44
20071015    ,0.87
20071016    ,1.69
20071017    ,1.38
20071018   ,-0.53
20071019   ,-1.06
20071022   ,-1.01
20071023   ,-0.64
20071024    ,0.63
20071025    ,0.02
20071026    ,0.07
20071029   ,-1.56
20071030   ,-0.65
20071031   ,-0.89
20071101   ,-0.40
20071102    ,0.80
20071105   ,-1.19
20071106    ,0.32
20071107    ,0.64
20071108    ,0.03
20071109    ,1.22
20071112   ,-0.12
20071113   ,-1.03
20071114    ,0.10
20071115   ,-0.01
20071116   ,-0.46
20071119   ,-1.27
20071120    ,0.52
20071121   ,-1.18
20071122    ,0.00
20071123    ,0.00
20071126   ,-1.13
20071127   ,-1.38
20071128   ,-0.11
20071129   ,-0.11
20071130    ,0.76
20071203   ,-0.93
20071204   ,-0.11
20071205   ,-0.54
20071206   ,-1.34
20071207    ,0.48
20071210   ,-0.80
20071211   ,-0.04
20071212    ,0.23
20071213    ,0.79
20071214    ,0.58
20071217    ,0.66
20071218   ,-0.18
20071219    ,0.16
20071220   ,-0.09
20071221    ,0.63
20071224    ,0.00
20071225    ,0.35
20071226   ,-0.35
20071227   ,-0.16
20071228    ,0.08
20071231    ,0.00
20080101    ,0.01
20080102    ,0.00
20080103    ,0.00
20080104    ,0.03
20080107   ,-0.27
20080108    ,0.33
20080109    ,0.34
20080110    ,0.02
20080111    ,0.42
20080114    ,0.00
20080115    ,0.47
20080116    ,0.15
20080117   ,-0.71
20080118   ,-0.94
20080121    ,0.42
20080122    ,0.35
20080123    ,0.34
20080124   ,-1.14
20080125   ,-1.51
20080128   ,-0.55
20080129    ,0.01
20080130   ,-0.73
20080131    ,0.57
20080201    ,0.91
20080204   ,-0.66
20080205    ,0.59
20080206    ,0.54
20080207    ,0.68
20080208    ,1.00
20080211    ,0.00
20080212    ,0.89
20080213    ,0.16
20080214   ,-0.83
20080215    ,0.05
20080218   ,-0.78
20080219   ,-0.96
20080220    ,0.84
20080221    ,0.02
20080222    ,0.34
20080225   ,-0.90
20080226   ,-0.45
20080227   ,-0.31
20080228   ,-0.64
20080229    ,0.89
20080303    ,0.50
20080304    ,0.86
20080305    ,0.74
20080306    ,0.25
20080307    ,1.38
20080310    ,0.93
20080311   ,-0.81
20080312   ,-0.61
20080313    ,1.24
20080314    ,0.78
20080317    ,0.24
20080318   ,-1.06
20080319   ,-1.04
20080320    ,0.00
20080321   ,-2.55
20080324   ,-0.82
20080325    ,0.25
20080326    ,0.96
20080327    ,0.37
20080328    ,0.14
20080331    ,0.61
20080401   ,-0.94
20080402   ,-2.45
20080403   ,-0.71
20080404    ,0.44
20080407    ,0.10
20080408    ,0.50
20080409    ,1.16
20080410    ,1.29
20080411   ,-1.00
20080414    ,0.98
20080415   ,-0.92
20080416   ,-2.14
20080417   ,-1.55
20080418   ,-0.55
20080421   ,-1.15
20080422    ,0.94
20080423   ,-0.26
20080424   ,-0.05
20080425   ,-1.60
20080428   ,-3.07
20080429    ,0.00
20080430    ,0.04
20080501    ,0.82
20080502   ,-1.22
20080505    ,0.00
20080506    ,0.00
20080507   ,-1.66
20080508    ,0.51
20080509    ,1.63
20080512    ,0.25
20080513   ,-0.39
20080514   ,-0.97
20080515   ,-1.79
20080516   ,-0.19
20080519   ,-0.18
20080520    ,0.12
20080521    ,0.96
20080522   ,-0.61
20080523   ,-0.05
20080526    ,0.84
20080527    ,0.15
20080528    ,0.35
20080529   ,-0.71
20080530   ,-0.65
20080602   ,-0.90
20080603    ,0.23
20080604   ,-0.31
20080605   ,-0.25
20080606   ,-0.18
20080609    ,0.76
20080610    ,0.63
20080611   ,-0.13
20080612    ,0.81
20080613   ,-0.38
20080616   ,-0.46
20080617    ,0.47
20080618   ,-0.09
20080619    ,0.99
20080620    ,0.08
20080623    ,0.60
20080624    ,0.63
20080625    ,0.92
20080626    ,0.59
20080627    ,0.79
20080630    ,0.03
20080701    ,0.35
20080702    ,0.41
20080703    ,0.00
20080704    ,0.13
20080707   ,-0.43
20080708    ,0.92
20080709   ,-0.72
20080710   ,-0.66
20080711    ,0.22
20080714   ,-0.15
20080715    ,1.14
20080716    ,0.04
20080717   ,-0.69
20080718   ,-0.23
20080721    ,0.00
20080722   ,-0.28
20080723   ,-0.60
20080724   ,-1.30
20080725    ,1.14
20080728    ,0.32
20080729    ,0.71
20080730    ,0.10
20080731    ,0.52
20080801    ,0.86
20080804    ,0.30
20080805    ,0.16
20080806   ,-1.04
20080807   ,-0.23
20080808    ,0.02
20080811   ,-0.34
20080812   ,-0.07
20080813    ,0.40
20080814    ,0.35
20080815   ,-0.28
20080818   ,-0.25
20080819    ,0.83
20080820    ,0.11
20080821   ,-0.15
20080822    ,0.71
20080825   ,-0.42
20080826   ,-0.21
20080827    ,0.57
20080828    ,0.48
20080829    ,0.44
20080901    ,0.59
20080902    ,0.54
20080903    ,1.72
20080904    ,0.66
20080905    ,0.01
20080908   ,-2.62
20080909    ,0.40
20080910    ,0.50
20080911    ,0.28
20080912   ,-1.43
20080915    ,0.00
20080916    ,1.64
20080917    ,0.38
20080918   ,-0.15
20080919   ,-3.24
20080922   ,-2.13
20080923    ,0.00
20080924    ,1.03
20080925    ,0.03
20080926    ,1.35
20080929    ,2.49
20080930    ,1.56
20081001    ,0.98
20081002    ,3.33
20081003    ,1.78
20081006    ,3.17
20081007    ,0.24
20081008    ,2.65
20081009   ,-3.27
20081010   ,-1.68
20081013    ,0.00
20081014   ,-4.98
20081015    ,2.34
20081016    ,5.14
20081017    ,2.42
20081020   ,-1.33
20081021   ,-1.66
20081022    ,1.54
20081023    ,1.76
20081024    ,2.95
20081027    ,1.70
20081028   ,-2.70
20081029    ,0.05
20081030   ,-4.63
20081031   ,-0.20
20081103    ,0.00
20081104   ,-0.59
20081105   ,-4.20
20081106    ,3.00
20081107    ,2.96
20081110   ,-2.07
20081111    ,0.55
20081112    ,1.97
20081113    ,2.39
20081114   ,-0.89
20081117    ,0.62
20081118    ,1.33
20081119    ,2.37
20081120    ,3.11
20081121   ,-3.56
20081124    ,0.00
20081125   ,-1.11
20081126    ,1.25
20081127   ,-1.71
20081128   ,-2.59
20081201    ,0.45
20081202    ,2.92
20081203    ,1.36
20081204    ,2.74
20081205    ,0.53
20081208   ,-1.89
20081209   ,-1.64
20081210   ,-3.04
20081211   ,-2.15
20081212    ,2.44
20081215   ,-2.41
20081216    ,0.59
20081217    ,1.59
20081218   ,-0.57
20081219   ,-0.19
20081222   ,-0.31
20081223    ,0.00
20081224    ,1.93
20081225   ,-0.88
20081226   ,-1.11
20081229   ,-0.19
20081230    ,0.13
20081231    ,0.00
20090101    ,0.00
20090102    ,0.00
20090105   ,-3.72
20090106   ,-2.68
20090107   ,-6.03
20090108    ,2.68
20090109    ,0.37
20090112    ,0.00
20090113    ,3.18
20090114   ,-1.12
20090115    ,1.14
20090116   ,-0.65
20090119   ,-0.63
20090120    ,0.82
20090121    ,2.02
20090122    ,1.32
20090123    ,1.33
20090126    ,1.88
20090127   ,-2.54
20090128   ,-1.57
20090129   ,-0.80
20090130    ,3.35
20090203   ,-1.12
20090204   ,-2.44
20090205   ,-0.77
20090206   ,-0.14
20090210    ,0.65
20090211    ,0.00
20090212    ,1.20
20090213    ,0.95
20090216    ,1.21
20090217    ,1.15
20090218    ,0.52
20090219   ,-0.22
20090220    ,0.67
20090223    ,0.75
20090224   ,-0.19
20090225   ,-2.65
20090226    ,0.39
20090227    ,0.96
20090302    ,0.81
20090303   ,-0.49
20090304   ,-0.65
20090305   ,-0.48
20090306    ,1.57
20090309   ,-0.07
20090310   ,-0.62
20090311   ,-2.76
20090312   ,-0.23
20090313   ,-1.87
20090316   ,-2.10
20090317   ,-1.53
20090318   ,-1.23
20090319    ,0.26
20090320    ,0.00
20090323   ,-1.83
20090324   ,-2.11
20090325    ,1.11
20090326   ,-1.31
20090327   ,-1.18
20090330    ,3.24
20090331    ,0.27
20090401   ,-1.75
20090402   ,-3.85
20090403   ,-2.61
20090406   ,-2.24
20090407    ,0.12
20090408    ,2.12
20090409   ,-4.11
20090410   ,-2.14
20090413   ,-3.11
20090414    ,0.33
20090415    ,2.14
20090416    ,0.34
20090417   ,-2.39
20090420   ,-0.88
20090421    ,1.18
20090422   ,-0.47
20090423   ,-0.16
20090424   ,-0.45
20090427   ,-0.42
20090428    ,2.29
20090429    ,0.00
20090430   ,-1.53
20090501   ,-1.97
20090504    ,0.00
20090505    ,0.00
20090506    ,0.00
20090507   ,-3.78
20090508   ,-0.89
20090511   ,-1.66
20090512    ,1.05
20090513    ,0.98
20090514    ,2.04
20090515   ,-1.60
20090518    ,1.06
20090519   ,-1.23
20090520   ,-0.82
20090521    ,0.04
20090522    ,0.23
20090525   ,-0.80
20090526    ,0.01
20090527   ,-0.71
20090528   ,-0.71
20090529   ,-0.37
20090601   ,-1.91
20090602   ,-0.42
20090603   ,-0.64
20090604    ,0.00
20090605   ,-0.88
20090608   ,-1.79
20090609    ,0.63
20090610   ,-1.44
20090611   ,-1.37
20090612    ,0.01
20090615    ,0.58
20090616    ,2.06
20090617    ,0.13
20090618    ,1.53
20090619   ,-1.01
20090622   ,-0.14
20090623    ,1.55
20090624    ,0.35
20090625   ,-1.27
20090626    ,0.10
20090629    ,0.66
20090630   ,-0.10
20090701   ,-0.03
20090702    ,0.00
20090703   ,-0.13
20090706    ,0.23
20090707    ,0.48
20090708    ,0.92
20090709    ,0.67
20090710    ,0.30
20090713    ,0.28
20090714   ,-1.26
20090715    ,0.06
20090716   ,-0.40
20090717    ,0.16
20090720    ,0.00
20090721   ,-0.03
20090722    ,0.09
20090723    ,0.13
20090724   ,-0.45
20090727   ,-0.57
20090728   ,-0.57
20090729    ,0.31
20090730   ,-1.14
20090731   ,-0.37
20090803   ,-0.71
20090804    ,0.05
20090805    ,0.28
20090806   ,-0.88
20090807    ,0.08
20090810   ,-0.95
20090811    ,0.09
20090812    ,0.36
20090813    ,0.08
20090814   ,-0.47
20090817    ,0.79
20090818    ,0.36
20090819    ,0.15
20090820   ,-0.19
20090821    ,0.42
20090824   ,-0.28
20090825    ,0.13
20090826    ,0.02
20090827   ,-0.13
20090828   ,-0.56
20090831   ,-0.23
20090901    ,0.24
20090902    ,0.16
20090903    ,0.12
20090904    ,0.34
20090907   ,-0.09
20090908    ,0.36
20090909    ,0.34
20090910   ,-0.27
20090911   ,-0.05
20090914   ,-0.35
20090915   ,-0.01
20090916    ,0.58
20090917    ,0.30
20090918   ,-0.36
20090921    ,0.00
20090922    ,0.00
20090923    ,0.00
20090924    ,0.40
20090925    ,0.59
20090928   ,-1.43
20090929    ,0.57
20090930    ,0.12
20091001   ,-0.65
20091002   ,-0.96
20091005   ,-1.47
20091006    ,0.92
20091007    ,1.19
20091008    ,0.41
20091009    ,1.20
20091012    ,0.00
20091013    ,1.27
20091014   ,-0.35
20091015    ,0.64
20091016   ,-0.02
20091019   ,-0.28
20091020   ,-0.45
20091021    ,0.06
20091022    ,0.31
20091023    ,1.06
20091026   ,-0.18
20091027   ,-0.20
20091028   ,-0.96
20091029   ,-1.08
20091030    ,0.93
20091102   ,-1.27
20091103    ,0.00
20091104    ,0.21
20091105    ,0.06
20091106    ,0.55
20091109    ,0.58
20091110    ,0.23
20091111   ,-0.40
20091112    ,0.16
20091113   ,-0.74
20091116   ,-0.56
20091117   ,-1.08
20091118   ,-0.33
20091119   ,-0.06
20091120    ,0.03
20091123    ,0.00
20091124   ,-0.04
20091125    ,0.66
20091126   ,-0.04
20091127   ,-1.73
20091130    ,1.00
20091201    ,1.06
20091202    ,0.46
20091203    ,1.23
20091204    ,0.92
20091207    ,1.03
20091208   ,-0.11
20091209   ,-0.33
20091210   ,-0.43
20091211    ,1.29
20091214    ,1.13
20091215    ,0.02
20091216   ,-1.01
20091217    ,0.16
20091218   ,-0.44
20091221    ,0.13
20091222    ,0.84
20091223    ,0.00
20091224    ,0.56
20091225   ,-0.09
20091228    ,0.23
20091229    ,0.05
20091230    ,0.22
20091231    ,0.00
20100101    ,0.00
20100104    ,0.35
20100105   ,-0.52
20100106   ,-1.04
20100107   ,-1.04
20100108    ,0.22
20100111    ,0.00
20100112    ,0.50
20100113   ,-0.58
20100114    ,0.61
20100115   ,-0.46
20100118    ,0.00
20100119   ,-0.42
20100120   ,-0.08
20100121    ,0.47
20100122   ,-0.52
20100125   ,-0.14
20100126   ,-0.22
20100127   ,-0.88
20100128    ,0.97
20100129   ,-0.08
20100201   ,-1.05
20100202    ,1.37
20100203   ,-0.19
20100204   ,-0.81
20100205   ,-0.81
20100208   ,-0.70
20100209    ,0.63
20100210    ,0.37
20100211    ,0.00
20100212    ,0.41
20100215   ,-0.24
20100216   ,-0.24
20100217    ,1.01
20100218    ,0.32
20100219   ,-0.56
20100222    ,0.50
20100223   ,-0.15
20100224   ,-0.48
20100225   ,-0.74
20100226    ,0.05
20100301   ,-0.04
20100302    ,0.01
20100303    ,0.21
20100304   ,-0.15
20100305    ,0.53
20100308    ,0.84
20100309    ,0.23
20100310    ,0.13
20100311    ,0.08
20100312   ,-0.06
20100315   ,-0.04
20100316   ,-0.34
20100317    ,0.50
20100318   ,-0.32
20100319   ,-0.20
20100322    ,0.00
20100323    ,0.03
20100324   ,-0.46
20100325    ,0.03
20100326   ,-0.11
20100329    ,0.17
20100330    ,0.02
20100331   ,-0.34
20100401    ,0.41
20100402   ,-0.32
20100405    ,0.07
20100406   ,-0.25
20100407   ,-0.62
20100408   ,-0.08
20100409   ,-0.28
20100412   ,-0.13
20100413   ,-0.19
20100414   ,-0.01
20100415   ,-0.11
20100416   ,-0.27
20100419    ,0.03
20100420   ,-0.68
20100421    ,0.24
20100422    ,0.09
20100423    ,0.40
20100426    ,0.05
20100427    ,0.85
20100428    ,0.10
20100429    ,0.00
20100430    ,0.33
20100503    ,0.00
20100504    ,0.00
20100505    ,0.00
20100506   ,-0.49
20100507   ,-0.22
20100510    ,0.01
20100511   ,-0.42
20100512   ,-0.46
20100513    ,0.73
20100514   ,-0.41
20100517   ,-1.04
20100518   ,-0.13
20100519    ,0.07
20100520   ,-0.53
20100521   ,-0.22
20100524    ,0.10
20100525   ,-1.46
20100526    ,0.47
20100527    ,1.13
20100528    ,0.87
20100531    ,0.35
20100601   ,-0.63
20100602   ,-0.35
20100603    ,0.83
20100604    ,0.41
20100607   ,-0.60
20100608    ,0.68
20100609   ,-0.49
20100610    ,0.14
20100611    ,0.27
20100614    ,0.96
20100615   ,-0.02
20100616    ,0.29
20100617   ,-0.23
20100618    ,0.05
20100621    ,0.31
20100622   ,-0.61
20100623   ,-0.02
20100624    ,0.23
20100625   ,-0.94
20100628   ,-0.54
20100629   ,-0.62
20100630   ,-0.12
20100701   ,-0.58
20100702    ,0.23
20100705    ,0.34
20100706   ,-0.07
20100707   ,-0.18
20100708   ,-0.25
20100709    ,0.59
20100712    ,0.20
20100713    ,0.01
20100714    ,0.26
20100715    ,0.36
20100716   ,-0.47
20100719    ,0.00
20100720    ,0.46
20100721   ,-0.05
20100722   ,-0.67
20100723    ,0.38
20100726    ,0.49
20100727   ,-0.23
20100728   ,-0.69
20100729    ,0.03
20100730   ,-0.05
20100802   ,-0.34
20100803   ,-0.35
20100804   ,-0.41
20100805    ,0.13
20100806   ,-0.14
20100809    ,0.22
20100810   ,-0.20
20100811    ,0.12
20100812    ,0.14
20100813   ,-0.04
20100816   ,-0.06
20100817   ,-0.12
20100818   ,-0.27
20100819   ,-0.23
20100820    ,0.31
20100823   ,-0.07
20100824    ,0.11
20100825    ,0.50
20100826    ,0.12
20100827    ,0.01
20100830   ,-0.01
20100831    ,0.06
20100901   ,-0.03
20100902    ,0.04
20100903   ,-0.28
20100906   ,-0.17
20100907   ,-0.12
20100908    ,0.36
20100909   ,-0.08
20100910    ,0.08
20100913   ,-0.01
20100914    ,0.53
20100915   ,-0.15
20100916    ,0.14
20100917   ,-0.40
20100920    ,0.00
20100921    ,0.03
20100922   ,-0.16
20100923    ,0.00
20100924    ,0.22
20100927    ,0.33
20100928    ,0.09
20100929   ,-0.24
20100930    ,0.34
20101001    ,0.26
20101004    ,0.31
20101005   ,-0.47
20101006   ,-0.98
20101007   ,-0.61
20101008   ,-0.38
20101011    ,0.00
20101012    ,0.17
20101013    ,0.17
20101014   ,-0.07
20101015    ,0.56
20101018    ,0.01
20101019   ,-0.15
20101020   ,-0.04
20101021    ,0.14
20101022   ,-0.05
20101025    ,0.16
20101026    ,0.20
20101027    ,0.27
20101028    ,0.57
20101029    ,0.09
20101101    ,0.27
20101102   ,-0.11
20101103    ,0.00
20101104   ,-0.01
20101105    ,0.41
20101108    ,0.51
20101109    ,0.21
20101110   ,-0.46
20101111   ,-0.87
20101112   ,-0.24
20101115   ,-0.06
20101116    ,0.04
20101117   ,-0.26
20101118   ,-0.51
20101119   ,-0.50
20101122   ,-0.18
20101123    ,0.00
20101124    ,0.39
20101125    ,0.20
20101126    ,0.08
20101129    ,0.15
20101130    ,0.47
20101201    ,0.11
20101202   ,-0.01
20101203    ,0.12
20101206   ,-0.07
20101207   ,-0.17
20101208   ,-0.02
20101209   ,-0.47
20101210   ,-0.28
20101213   ,-0.41
20101214   ,-0.40
20101215    ,0.00
20101216    ,0.15
20101217   ,-0.03
20101220    ,0.23
20101221    ,0.30
20101222   ,-0.12
20101223    ,0.00
20101224    ,0.01
20101227    ,0.17
20101228   ,-0.13
20101229   ,-0.14
20101230    ,0.22
20101231    ,0.00
20110103    ,0.00
20110104    ,0.06
20110105   ,-0.02
20110106   ,-0.23
20110107    ,0.02
20110110    ,0.00
20110111    ,0.35
20110112   ,-0.54
20110113   ,-0.13
20110114   ,-0.13
20110117    ,0.00
20110118    ,0.38
20110119    ,0.50
20110120   ,-0.19
20110121   ,-0.65
20110124    ,0.46
20110125    ,0.42
20110126    ,0.30
20110127    ,0.53
20110128    ,0.26
20110131   ,-0.01
20110201    ,0.45
20110202    ,0.17
20110203    ,0.16
20110204   ,-0.13
20110207    ,0.31
20110208   ,-0.47
20110209    ,0.08
20110210   ,-0.24
20110211    ,0.00
20110214    ,0.56
20110215    ,0.56
20110216   ,-0.09
20110217   ,-0.50
20110218   ,-0.01
20110221   ,-0.08
20110222   ,-0.42
20110223   ,-0.15
20110224   ,-0.45
20110225    ,0.18
20110228    ,0.97
20110301    ,0.54
20110302    ,0.04
20110303    ,0.31
20110304    ,0.40
20110307   ,-0.19
20110308   ,-0.24
20110309   ,-0.26
20110310   ,-0.56
20110311   ,-0.22
20110314   ,-1.52
20110315    ,1.30
20110316    ,2.19
20110317   ,-0.08
20110318   ,-0.86
20110321    ,0.00
20110322   ,-1.04
20110323   ,-0.09
20110324   ,-0.37
20110325   ,-0.16
20110328    ,0.33
20110329    ,0.12
20110330    ,0.54
20110331    ,0.12
20110401   ,-0.14
20110404   ,-0.14
20110405   ,-0.04
20110406    ,0.09
20110407    ,0.16
20110408   ,-0.09
20110411   ,-0.56
20110412    ,0.33
20110413   ,-0.08
20110414   ,-0.06
20110415    ,0.29
20110418    ,0.15
20110419    ,0.28
20110420   ,-0.19
20110421   ,-0.15
20110422    ,0.14
20110425   ,-0.36
20110426    ,0.46
20110427    ,0.22
20110428    ,0.09
